,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,구_동,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
286,2021,3,D,발달상권,2120187,강남구 역삼동,신논현역,CS100010,커피-음료,4407383979,695058,76,24,14,14,15,17,17,14,10,1,14,32,27,23,4,46,54,2,40,30,15,11,3,3339291420,1068092559,601574472,625081222,646311144,734508617,731815965,617698876,450393683,25551890,609672613,1394836022,1169718812,1029241344,178363298,1801655017,2146383742,92227327,1565446357,1174298733,573717026,419183249,123166059,546495,148563,102284,102364,103524,120439,117884,90239,58324,1478,145536,212244,171019,146236,18545,308993,343869,15725,252384,200662,94951,70200,18933,184
287,2021,4,D,발달상권,2120187,강남구 역삼동,신논현역,CS100010,커피-음료,4788162672,716437,75,25,13,14,15,15,18,15,10,1,12,30,25,26,6,45,55,2,41,29,14,11,3,3601383185,1186779487,627509953,685969720,718061803,726471162,843370547,720445530,466333957,39190360,594101683,1412464596,1204636790,1229894346,307874897,1931928138,2369859493,93177456,1768405813,1251684104,606810270,451993879,129716093,564852,151585,101588,112094,112220,113381,125569,91786,59799,4669,148375,210931,169480,153067,29915,313111,357969,15508,267733,204085,93994,70356,19387,171
288,2021,1,D,발달상권,2120177,강남구 역삼동,신논현역 1번,CS100010,커피-음료,780029536,85410,77,23,16,16,16,15,15,13,10,6,10,26,22,28,8,55,45,1,30,36,19,10,5,603847443,176182093,125482624,122323491,123470248,116645712,115925368,97238117,78943976,45108635,76536941,200574577,173060109,219373420,65375854,331725775,275828219,3776487,183800201,216532039,114150861,60509895,28784508,65166,20244,13251,13506,13270,13086,12053,10564,9680,2941,9548,21859,19392,23588,8082,41515,34465,497,25021,27925,12691,6547,3298,37
289,2021,2,D,발달상권,2120177,강남구 역삼동,신논현역 1번,CS100010,커피-음료,857193114,106332,79,21,16,17,16,15,16,11,10,3,6,28,23,29,12,50,50,1,29,34,18,15,4,676413467,180779647,133517652,143202612,138834113,125279595,135579495,93117882,87661765,21982348,51426159,236555850,200817634,244031722,102379401,348890470,344588654,4989558,198159876,235626682,125366231,101798368,27538408,83043,23289,16119,18300,16940,15996,15688,12078,11211,1727,10788,31505,25275,26361,10676,48402,47563,703,31271,35264,13847,10821,4059,40
290,2021,3,D,발달상권,2120177,강남구 역삼동,신논현역 1번,CS100010,커피-음료,804747126,128441,77,23,15,15,15,17,16,12,10,2,8,29,24,27,9,54,46,1,29,33,22,12,4,622703291,182043835,118399876,119251403,119158679,136684257,129209076,99404546,82639289,19603928,67580709,232289303,193911237,217162198,74199751,375788558,314451243,5126671,198379101,230192105,149492292,80167552,26882078,97607,30834,19116,18646,19010,20726,20109,17073,13761,1867,16741,35342,31772,31617,11102,66840,53105,764,38605,43665,20690,11498,4724,42
291,2021,4,D,발달상권,2120177,강남구 역삼동,신논현역 1번,CS100010,커피-음료,818524832,131611,77,23,14,16,16,15,16,13,10,3,9,33,23,22,11,56,44,1,28,38,18,11,6,631576386,186948446,115733213,127180675,131624576,122617256,134420666,102508256,84440190,23615637,70793349,266436465,186733715,179457615,91488051,382024043,295081051,4437978,186189765,254557101,120708663,72398905,38812686,100993,30618,19005,20455,20437,19814,21282,16063,14555,2640,17953,38929,29535,28360,14194,72355,50490,598,36242,48524,20551,10930,6000,40
292,2021,1,D,발달상권,2120197,강남구 역삼동,역삼역,CS100010,커피-음료,8154908153,1083220,89,11,17,19,20,16,17,6,5,0,19,43,22,14,1,52,48,0,28,38,20,10,4,7277561085,877347068,1380345224,1519469522,1660661085,1332875046,1384210208,505099469,372247599,12282581,1561797918,3518515491,1799714486,1148049746,114547931,3129414345,2860365930,13520158,1669650217,2270545963,1172515126,609240386,254308429,984781,98439,194218,211276,215053,181988,182246,59518,38921,636,301142,434613,210230,126613,9986,498164,426172,2378,271987,352589,174051,87680,35647,314
293,2021,2,D,발달상권,2120197,강남구 역삼동,역삼역,CS100010,커피-음료,11108585246,1533492,89,11,17,18,17,19,18,6,5,0,20,44,21,14,2,51,49,0,29,38,19,9,4,9907323313,1201261933,1901986674,2046897065,1888056535,2068541426,2001841613,694521173,506740760,18365431,2161896314,4915985169,2291342232,1527034818,193961282,4321678796,4101354061,25807696,2463368601,3183813511,1601382728,786925608,361734707,1388520,144972,276687,289017,261938,288754,272124,87704,57268,870,422552,622491,291164,179865,16550,686891,633342,3908,411689,497991,234281,122099,50265,328
294,2021,3,D,발달상권,2120197,강남구 역삼동,역삼역,CS100010,커피-음료,10916210871,1509598,90,10,15,17,18,21,19,6,4,0,21,45,21,12,1,52,49,0,29,37,20,10,4,9791036738,1125174133,1652184836,1886256304,1946639602,2289105462,2016850534,649337946,475836187,13629854,2236506302,4918235709,2270925595,1353115789,123797622,4155236637,3912907777,34319226,2368855410,2959827518,1573381169,799678547,332082556,1369944,139654,241532,260100,270279,319402,278631,84872,54782,998,444114,604282,287568,160748,11888,672884,613273,5536,398509,472346,241002,117981,50774,341
295,2021,4,D,발달상권,2120197,강남구 역삼동,역삼역,CS100010,커피-음료,11953419557,1576300,89,11,14,18,19,18,20,6,4,0,20,44,20,14,2,52,49,0,32,37,18,9,4,10666444492,1286975065,1718048563,2162342928,2250287686,2170463164,2365302151,759101887,527873178,13141449,2345567511,5301590839,2387447138,1665567468,240105152,4648745699,4385020671,36727459,2859983983,3332870567,1649055498,784638567,370490301,1421360,154940,244227,292138,296374,293956,294665,90520,64420,538,447832,637931,290370,179143,20486,725664,640094,5899,448088,490258,252030,115148,54325,333
296,2021,1,A,골목상권,2110958,강남구 역삼동,역삼역 4번,CS100010,커피-음료,103109132,16728,89,11,18,18,19,15,20,6,5,0,15,51,24,10,0,51,49,0,36,33,19,8,4,91978072,11131060,18210324,18931856,19701237,15031098,20103557,5815005,5316055,0,15425759,52240584,24483812,10501870,457107,39469557,37784625,44336,28065952,25572040,14429229,5873165,3269462,14567,2161,2912,3077,3397,2428,2753,1054,1107,0,3394,7681,3578,1961,114,6705,7738,11,5525,4828,2485,1006,586,18
297,2021,2,A,골목상권,2110958,강남구 역삼동,역삼역 4번,CS100010,커피-음료,157954023,22234,89,11,22,18,17,17,16,6,6,0,12,50,21,9,7,48,52,0,30,31,20,7,11,140517865,17436158,34919671,28000438,26278569,26026960,25292227,8744770,8691388,0,19560537,79244387,33202844,14880092,11066163,59053485,64408485,99913,37507264,38339571,24381607,9163806,13969804,19212,3022,3701,3910,3983,3876,3742,1512,1510,0,4209,10712,4548,2596,169,9434,9949,13,7061,6878,3422,1204,806,18
298,2021,3,A,골목상권,2110958,강남구 역삼동,역삼역 4번,CS100010,커피-음료,107527699,16490,85,15,18,16,16,21,14,7,8,0,14,49,26,11,1,53,47,0,34,34,18,11,2,91456694,16071005,19610904,17188532,17101806,22284311,15271141,7961359,8109646,0,15031134,52290287,27491475,11997941,716862,45383290,39699687,219863,29001164,28994232,15360910,9691709,1815107,13904,2586,2990,2675,2786,3092,2361,1332,1254,0,3043,7319,3744,2224,160,7643,7168,31,5935,4796,2383,1328,334,15
299,2021,4,A,골목상권,2110958,강남구 역삼동,역삼역 4번,CS100010,커피-음료,96988281,13971,87,13,17,18,16,18,18,7,7,0,11,57,22,10,1,55,45,0,33,38,15,11,3,84407408,12580873,16541354,17236214,15482927,17582774,17564139,6277266,6303607,0,10914714,55072305,20842405,9594031,564826,39598587,32878573,228859,23912347,27350481,10858071,8163406,1963999,11884,2087,2389,2436,2392,2335,2332,1071,1016,0,2429,6776,2928,1709,129,6064,5920,48,4773,4060,1632,1185,284,14
300,2021,1,A,골목상권,2110967,강남구 역삼동,역삼역 8번,CS100010,커피-음료,33574803,4273,77,23,17,14,16,14,17,14,9,5,23,27,23,17,5,51,49,2,23,38,24,9,4,25909640,7665163,5782349,4627381,5277200,4640152,5582558,4679624,2985539,1709043,7578471,8900704,7853954,5812545,1720086,12502887,11866425,499627,5506042,9297423,5763732,2266329,1036160,3284,989,638,601,630,724,691,619,370,99,784,1259,1034,906,191,1909,2047,144,991,1364,909,396,154,10
301,2021,2,A,골목상권,2110967,강남구 역삼동,역삼역 8번,CS100010,커피-음료,82518842,15050,70,30,12,13,16,13,15,16,14,1,15,33,25,19,6,49,51,3,20,33,27,14,4,57410249,25108593,10255828,11043455,12756112,10832084,12522770,13313415,11795178,878945,12628114,27095183,20866950,16025413,5024237,36081363,37777148,2045849,15067289,24582670,19594903,9993248,2574556,10347,4703,1920,1963,2272,1961,2231,2397,2306,55,2596,4370,3986,3180,863,7206,7287,474,2914,5004,3566,1989,550,12
302,2021,3,A,골목상권,2110967,강남구 역삼동,역삼역 8번,CS100010,커피-음료,91181567,16476,70,30,14,12,15,16,14,16,14,1,18,30,25,20,6,54,46,2,22,33,24,15,5,63596580,27584987,12397020,10737755,13260261,14717075,12484469,14810903,12774084,1303217,16032123,27510610,22361761,18190814,5783042,44121039,37647783,1555944,17925639,26840127,19648573,11952923,3845614,11512,4964,2364,2061,2201,2526,2360,2674,2290,120,3487,4491,3851,3543,984,8761,7140,351,3395,5590,3752,2061,753,13
303,2021,4,A,골목상권,2110967,강남구 역삼동,역삼역 8번,CS100010,커피-음료,35488543,4553,80,20,10,14,22,15,18,11,9,4,17,37,26,10,7,60,40,0,22,40,27,9,2,28271804,7216739,3654377,4949927,7674949,5453312,6539239,3928925,3287814,1229582,5881917,13009033,9381301,3439517,2547193,15747506,10357861,61291,5796456,10330651,7108075,2256519,552377,3548,1005,563,737,777,715,756,557,448,160,744,1642,999,525,483,2762,1319,4,750,1589,1484,187,68,11
304,2021,1,A,골목상권,2111001,강남구 율현동,아래방죽마을공원(율현초등학교),CS100010,커피-음료,53420058,7164,71,29,10,18,15,12,17,12,17,0,10,50,25,15,0,40,60,0,15,36,24,12,13,38133846,15286212,5373512,9364263,8168205,6353696,8874170,6126153,9160059,0,5315168,26552499,13460034,8092357,0,19142771,29020463,40841,7158848,17240746,11307129,5945286,6470385,4983,2181,841,1179,1015,852,1096,933,1248,0,875,3174,2018,1097,0,2742,3746,12,1015,2497,1528,736,700,6
305,2021,2,A,골목상권,2111001,강남구 율현동,아래방죽마을공원(율현초등학교),CS100010,커피-음료,65944833,8624,69,32,10,13,15,17,14,15,17,0,12,50,25,13,0,45,55,0,11,33,30,17,9,45159085,20785748,6282516,8356073,10130908,11371890,9017698,9873027,10912721,0,7896903,33103399,16181214,8669966,93351,27485961,33538112,116688,6617142,20378084,18101025,10050886,5760246,5928,2696,945,1180,1213,1354,1236,1249,1447,0,1144,3992,2275,1201,12,3718,4416,24,1061,2738,2289,1240,782,6
306,2021,3,A,골목상권,2111001,강남구 율현동,아래방죽마을공원(율현초등학교),CS100010,커피-음료,56355944,7666,70,30,10,14,14,16,17,14,16,0,13,47,27,13,0,45,55,0,13,32,27,15,12,39503770,16852174,5461028,7764462,7729455,8839164,9709661,8042182,8809992,0,7025822,26718198,15155520,7456404,0,22371546,27643538,186701,6520561,15982843,13591893,7557923,6175162,5378,2288,840,933,980,1364,1261,1085,1203,0,1202,3442,2019,1003,0,3314,3734,24,1085,2450,1727,875,887,6
307,2021,4,A,골목상권,2111001,강남구 율현동,아래방죽마을공원(율현초등학교),CS100010,커피-음료,55846014,7106,73,27,11,16,15,14,16,14,13,0,12,53,24,12,0,50,51,0,15,35,28,12,9,40823520,15022494,6336193,8857835,8619790,8050348,8959354,7973334,7049160,0,6542731,29528060,13227824,6547399,0,24436934,24923526,105019,7364220,17458953,13863776,5963956,4604533,5110,1996,863,1050,1120,968,1109,1097,899,0,1109,3336,1867,794,0,3443,3104,24,1074,2602,1692,630,524,3
308,2021,1,A,골목상권,2110999,강남구 율현동,윗방죽마을공원,CS100010,커피-음료,390709328,51222,75,25,15,15,17,13,16,11,13,0,13,47,21,18,2,45,55,0,26,42,21,7,5,294413358,96295970,56993023,56962008,65521140,51066068,63871119,44549255,51746715,0,51824723,183062498,81107993,68868175,5845939,143128337,176943244,547000,83552386,133315429,67167401,21213805,14275559,36015,15207,6974,7105,7857,6222,7857,7237,7970,0,8628,19868,12275,9680,771,20114,26899,94,13158,19060,9268,3327,2106,12
309,2021,2,A,골목상권,2110999,강남구 율현동,윗방죽마을공원,CS100010,커피-음료,520551028,68046,75,26,13,14,15,16,15,13,12,0,14,46,18,19,4,46,54,0,26,42,21,6,4,387685793,132865235,69754652,74455653,79784480,83349001,80342007,68365725,64499510,270680,71896785,237256612,94203650,98658030,18265271,199151799,231877782,1746263,112027563,181868870,91586887,27130799,16669199,48253,19793,8835,9398,9737,10283,10000,10075,9718,19,11862,25544,14305,13591,2725,27331,34606,376,17406,25415,12424,4211,2106,12
310,2021,3,A,골목상권,2110999,강남구 율현동,윗방죽마을공원,CS100010,커피-음료,487022310,67933,77,23,14,15,15,17,17,12,11,0,16,47,19,16,2,43,57,0,28,45,19,5,3,375275013,111747297,68234708,71137189,70960119,81134217,83808780,57918035,53829262,0,75617886,230851830,93704677,78347808,8500109,171913292,227246050,1639118,110342766,177897672,76847037,19227878,13204868,49982,17951,9568,9041,9831,10771,10771,9135,8816,0,13045,26562,13778,13026,1522,26354,35076,395,18891,26748,10376,3252,1768,12
311,2021,4,A,골목상권,2110999,강남구 율현동,윗방죽마을공원,CS100010,커피-음료,497982318,98009,74,27,14,13,16,14,17,13,14,0,17,45,19,15,3,46,54,1,31,38,18,8,3,366007319,131974999,71018955,63672808,77213207,71174783,82927566,64926772,67048227,0,85827791,224583140,95618706,76873917,15078764,189187761,223557187,5684284,128141490,158412556,76007741,33196291,11302588,68346,29663,13234,11955,14247,13327,15583,14756,14907,0,22144,35396,19869,17687,2913,41090,50226,1259,29869,35132,15244,7368,2443,12
312,2021,1,A,골목상권,2111002,강남구 율현동,한국교통안전공단 강남자동차검사소,CS100010,커피-음료,16348873,2480,94,6,8,26,23,22,16,6,0,0,11,59,30,0,0,87,13,0,8,42,29,13,7,15347369,1001504,1321804,4163910,3699248,3586467,2575940,1001504,0,0,1714286,9667669,4966918,0,0,13227068,1962406,0,1240602,6401504,4457143,1962406,1127820,2345,135,180,586,541,496,542,135,0,0,270,1353,857,0,0,1985,360,0,225,1083,496,360,180,3
313,2021,2,A,골목상권,2111002,강남구 율현동,한국교통안전공단 강남자동차검사소,CS100010,커피-음료,29224060,4782,95,5,20,14,18,28,15,5,0,0,19,58,23,1,0,57,43,0,7,28,25,14,27,27803008,1421052,5774437,4159398,5165414,8192481,4511278,1421052,0,0,5526316,16903759,6658647,135338,0,16275874,12136156,0,1832870,8025929,7000123,3864206,7688902,4512,270,993,631,857,1264,767,270,0,0,1083,2572,1082,45,0,2714,1978,0,366,1425,1057,689,1154,3
314,2021,3,A,골목상권,2111002,강남구 율현동,한국교통안전공단 강남자동차검사소,CS100010,커피-음료,20571429,2933,95,5,17,20,16,23,20,5,0,0,3,62,32,3,0,60,40,0,11,16,31,27,15,19624061,947368,3563911,4033083,3203007,4750376,4073684,947368,0,0,541353,12816542,6536842,676692,0,11217257,7472969,0,1997110,2931445,5869107,5046348,2846216,2753,180,495,588,496,541,633,180,0,0,180,1625,993,135,0,1877,874,0,228,414,920,689,500,3
315,2021,4,A,골목상권,2111002,강남구 율현동,한국교통안전공단 강남자동차검사소,CS100010,커피-음료,21153383,3248,100,0,10,22,26,22,19,0,0,0,8,65,28,0,0,65,35,0,15,25,32,18,11,21153383,0,2201503,4691730,5584961,4615038,4060151,0,0,0,1669173,13669172,5815038,0,0,13015264,7100525,0,2989260,4929406,6431341,3552948,2212834,3248,0,360,723,813,677,675,0,0,0,315,1986,947,0,0,2037,1076,0,369,789,978,652,324,3
316,2021,1,D,발달상권,2120216,강남구 청담동,경기고교사거리(경기고교앞사거리),CS100010,커피-음료,48887955,9506,88,13,19,18,22,13,15,6,6,0,33,47,20,0,0,49,51,0,22,40,27,6,4,42798858,6089097,9487501,8994673,10503519,6317993,7495172,3020024,3069073,0,15924613,22966665,9996677,0,0,22643552,23506995,0,10210656,18438212,12639512,2836487,2025679,8152,1354,1938,1682,2079,1192,1261,700,654,0,3362,3995,2149,0,0,4931,4412,0,2157,4064,2044,727,351,3
317,2021,2,D,발달상권,2120216,강남구 청담동,경기고교사거리(경기고교앞사거리),CS100010,커피-음료,91289748,18919,85,15,16,19,16,17,17,8,7,0,32,47,21,0,0,47,54,1,22,41,25,7,4,77661100,13628648,14742763,17333023,14312999,15359381,15912934,7530208,6098440,0,28887594,42875934,19526220,0,0,39734456,45720783,611946,18788147,34764145,21308338,6327336,3655327,15906,3013,2756,3786,2779,3223,3362,1542,1471,0,7356,7896,3667,0,0,7918,10207,116,4579,8152,3550,1097,630,3
318,2021,3,D,발달상권,2120216,강남구 청담동,경기고교사거리(경기고교앞사거리),CS100010,커피-음료,87991780,18311,84,16,16,13,13,22,20,12,4,0,34,44,23,0,0,57,43,1,21,38,29,7,5,73980082,14011698,13605290,11563914,11479829,19395422,17935627,10134482,3877216,0,29609317,38393781,19988682,0,0,46026156,34577893,748262,16749709,30745320,22998416,5659000,3703341,15321,2990,2546,2453,2779,3854,3689,2125,865,0,7520,7194,3597,0,0,9191,8117,188,4267,7223,4082,822,726,3
319,2021,4,D,발달상권,2120216,강남구 청담동,경기고교사거리(경기고교앞사거리),CS100010,커피-음료,77460233,15929,87,13,13,16,19,17,21,8,5,0,38,44,18,0,0,60,40,2,24,38,23,8,6,67423849,10036384,9795810,12638322,14985672,13462814,16541231,6306315,3730069,0,29476183,34182563,13801487,0,0,44281536,30072254,1127791,17452719,28165617,16995215,6208974,4403473,13804,2125,2149,2382,3270,2756,3247,1401,724,0,7100,6073,2756,0,0,8646,7026,211,4158,6198,3152,967,985,3
320,2021,1,A,골목상권,2110976,강남구 청담동,언북초등학교,CS100010,커피-음료,45911336,2355,74,26,15,14,20,11,15,26,0,0,7,23,36,34,1,30,70,0,44,25,19,11,1,33786035,12125301,6715313,6334748,8989106,5019295,6727573,12125301,0,0,3216677,10437810,16510855,15439517,306477,13458801,31072588,112030,19448687,10965313,8362173,5050015,593171,1802,553,373,336,470,267,356,553,0,0,262,571,745,766,11,750,1552,17,844,562,604,248,27,3
321,2021,2,A,골목상권,2110976,강남구 청담동,언북초등학교,CS100010,커피-음료,63708061,3491,74,26,12,12,17,14,20,26,0,0,8,28,37,27,1,28,72,1,37,28,22,10,2,47302477,16405584,7899115,7410883,10540680,9059996,12391803,16405584,0,0,5012366,17535820,23644842,16918069,596964,16339494,42202696,746205,21542675,16479407,12937064,5690347,1146491,2757,734,475,410,635,559,678,734,0,0,399,985,1174,896,37,1056,2164,37,981,821,1050,266,64,3
322,2021,3,A,골목상권,2110976,강남구 청담동,언북초등학교,CS100010,커피-음료,55020233,3027,73,27,12,9,18,17,16,27,0,0,9,27,39,25,0,29,71,2,44,24,18,11,2,39938497,15081736,6756354,4915893,10060977,9467744,8737529,15081736,0,0,5043280,14594706,21483643,13657153,241451,14223603,35291237,740875,21821169,11806031,8918217,5271272,957274,2315,712,394,321,528,544,528,712,0,0,394,757,1067,799,10,975,1710,37,906,565,778,331,69,3
323,2021,4,A,골목상권,2110976,강남구 청담동,언북초등학교,CS100010,커피-음료,62838466,3262,73,27,12,13,15,18,16,27,0,0,8,24,37,30,1,29,71,1,43,23,21,10,2,45719455,17119011,7232860,7873530,9683078,11135512,9794475,17119011,0,0,4780510,15268423,23229365,19003179,556989,16127091,40060554,623615,24278316,12797951,11745268,5623188,1119307,2505,757,390,474,591,592,458,757,0,0,358,821,1157,911,15,986,1904,42,954,639,875,314,63,3
324,2021,1,D,발달상권,2120214,강남구 청담동,영동대교남단교차로,CS100010,커피-음료,132788719,18135,90,10,22,17,19,17,16,9,1,0,21,45,23,10,0,48,52,0,32,36,19,9,4,119462674,13326045,29410313,22172970,25260445,21935662,20683284,11950740,1375305,0,27816254,60340512,30789798,13842155,0,54850721,60055680,489749,36679773,41066075,21301058,10846152,4523596,16529,1606,3541,3376,3579,3202,2831,1406,200,0,5863,7720,3524,1028,0,7383,9226,73,5844,5929,2598,1608,557,15
325,2021,2,D,발달상권,2120214,강남구 청담동,영동대교남단교차로,CS100010,커피-음료,172030533,23748,90,10,17,19,19,18,17,10,1,0,21,43,23,12,0,46,54,0,26,38,19,10,7,154588693,17441840,29809084,31959851,31863739,31045348,29910671,16430729,1011111,0,36588873,74228518,40300971,20626163,286008,70309420,82857389,351481,39473573,58111448,28728139,15948527,10553639,21853,1895,4670,4299,4350,4362,4172,1821,74,0,7981,9676,4268,1796,27,9901,12129,59,7001,8427,3470,2138,934,15
326,2021,3,D,발달상권,2120214,강남구 청담동,영동대교남단교차로,CS100010,커피-음료,208550373,25053,90,10,18,16,18,20,18,8,2,0,19,43,25,13,0,53,47,0,22,35,27,11,5,187924273,20626100,37563444,34185946,37074754,40982122,38118007,16467212,4158888,0,40422952,88600687,51514910,27888199,123625,93456714,83675670,433528,39662631,62117850,47118666,19486736,8312978,23094,1959,4532,4408,4464,4973,4717,1665,294,0,7704,10380,5081,1881,7,11159,11307,68,6601,7831,4254,2674,1039,16
327,2021,4,D,발달상권,2120214,강남구 청담동,영동대교남단교차로,CS100010,커피-음료,261614115,36045,89,12,15,18,18,19,20,9,3,0,25,45,22,8,0,45,55,0,29,37,19,11,4,231592819,30021296,39490777,45931023,46190871,48544400,51435748,23348001,6673295,0,63997354,118539855,57585782,21074636,416488,100265487,123366995,530574,63707360,83725992,43035177,24559060,8074317,32647,3398,5650,6638,6745,6517,7097,2635,763,0,11928,14720,6981,2356,60,14769,17988,80,10479,12233,5402,3459,1107,24
328,2021,1,A,골목상권,2110985,강남구 청담동,청담근린공원,CS100010,커피-음료,26432639,2490,84,17,17,19,15,14,18,17,0,0,4,52,21,23,0,33,67,2,40,23,16,16,4,22074555,4358084,4587002,4959428,4079413,3755015,4693697,4358084,0,0,1058318,13752380,5559620,6004804,57517,7119201,14269174,327848,8503929,4953675,3403297,3321335,878290,2150,340,437,464,414,380,455,340,0,0,133,1430,443,478,6,615,1581,35,1024,478,294,282,87,3
329,2021,2,A,골목상권,2110985,강남구 청담동,청담근린공원,CS100010,커피-음료,37969454,3537,82,18,18,13,16,17,18,18,0,0,4,44,22,23,8,32,68,1,32,25,13,16,13,31045525,6923929,6805733,5017231,6037589,6317409,6867563,6923929,0,0,1486821,16814025,8170329,8629893,2868386,10191487,22086059,353731,10176532,8016758,4239599,5176842,4314083,2968,569,575,581,588,633,591,569,0,0,196,1810,713,696,122,759,2473,41,1294,811,397,432,260,3
330,2021,3,A,골목상권,2110985,강남구 청담동,청담근린공원,CS100010,커피-음료,29710836,2836,85,15,15,17,15,20,18,15,0,0,4,52,19,20,6,32,68,2,31,23,13,16,14,25204358,4506478,4399209,5094305,4521145,5884305,5305394,4506478,0,0,1075573,15439075,5661425,5786238,1748525,8237337,17339158,537787,7995764,5953901,3426304,3996013,3666726,2428,408,420,494,420,587,507,408,0,0,121,1711,444,490,70,708,1886,52,984,645,299,340,276,3
331,2021,4,A,골목상권,2110985,강남구 청담동,청담근린공원,CS100010,커피-음료,30843926,2991,86,14,18,14,16,15,23,14,0,0,6,55,14,18,7,40,60,1,30,32,10,14,14,26518626,4325300,5590966,4301430,5000264,4630140,6995826,4325300,0,0,1686407,17062787,4295965,5535463,2263304,10336717,15699053,152421,7779211,8298880,2505741,3549391,3750126,2645,346,547,455,489,523,631,346,0,0,213,1806,374,512,86,777,1915,18,1018,805,237,334,282,3
332,2021,1,D,발달상권,2120208,강남구 청담동,청담사거리(청담동명품거리),CS100010,커피-음료,1338756586,146345,76,24,14,16,17,14,15,14,10,0,13,38,27,22,1,36,65,0,31,38,16,11,4,1020253086,318503500,191360380,210073041,220576533,191908587,206334545,180875361,137628139,0,172351174,505328831,356524687,287224541,17327353,399414228,726587899,3948729,350541158,422698329,181873732,117839420,49100754,115564,30781,21679,24065,25338,21906,22576,17341,13440,0,26770,54736,35300,27824,1715,43829,86350,592,41193,49577,21392,12159,5262,68
333,2021,2,D,발달상권,2120208,강남구 청담동,청담사거리(청담동명품거리),CS100010,커피-음료,1649279949,181316,76,24,14,15,15,15,16,13,11,0,14,36,28,20,2,35,65,1,31,37,17,10,5,1248559720,400720229,233010357,253263739,254760182,248881410,258644032,218223560,182496669,980255,223921376,600102784,459807818,333340691,31127025,496074963,908798646,6837342,435848481,516870624,233841197,146393011,65082956,142584,38732,27417,28637,28550,29035,28945,21511,17221,7,33936,65173,45804,33223,3173,56754,106065,899,51525,60194,27224,15602,7383,71
334,2021,3,D,발달상권,2120208,강남구 청담동,청담사거리(청담동명품거리),CS100010,커피-음료,1433334798,156998,75,25,13,14,15,17,17,15,11,0,14,36,30,20,1,38,62,1,32,35,16,12,5,1072371123,360963675,183810883,197236225,216850552,237335383,237138080,208690662,152273013,100523,200479268,510568660,422424806,281159580,18601961,468149286,758999949,9531948,387577888,425348222,195472462,151661692,57557019,121431,35567,21173,22733,24167,27262,26096,20812,14755,4,29096,55569,41886,28569,1874,52654,88009,1116,46602,49120,21859,15596,6372,70
335,2021,4,D,발달상권,2120208,강남구 청담동,청담사거리(청담동명품거리),CS100010,커피-음료,1519678375,163374,74,26,12,14,15,16,16,15,12,0,12,36,28,22,2,38,62,1,32,36,16,11,5,1119128150,400550225,187580980,217981974,224407967,239991524,249165705,226021936,174528289,0,186909258,551221934,418231199,328523712,34792272,490877806,809529492,11763878,421398927,467972838,201212793,137185586,60873268,123745,39629,21526,24403,24775,25478,27563,22314,17315,0,27226,58017,42069,32830,3232,54077,92287,1291,49399,52082,23103,14107,6384,66
336,2021,1,A,골목상권,2110979,강남구 청담동,청담초등학교,CS100010,커피-음료,5860290,431,76,24,16,23,18,8,11,21,3,0,7,44,48,2,0,32,68,0,17,39,19,20,6,4473228,1387062,944311,1362554,1068478,483592,614293,1210616,176446,0,385567,2547028,2816599,111096,0,1694207,3672688,0,905103,2091209,996592,1066843,307147,321,110,53,98,98,33,39,97,13,0,33,176,209,13,0,124,274,0,78,157,79,53,33,3
