,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,구_동,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
0,2021,1,R,전통시장,2130310,강남구 개포동,강남개포시장,CS100010,커피-음료,312689030,49295,68,32,13,13,14,13,15,17,15,0,12,33,28,25,2,43,57,5,21,18,24,22,10,212771413,99917617,41374124,40926804,42409288,40541688,47519509,52708862,47208755,0,38462005,102351081,85927776,78857994,7090174,122761282,165238202,14726241,61483835,52175339,68996062,63164727,27453276,33150,16145,6590,6262,6562,6259,7477,8213,7932,0,7636,14650,14608,11189,1212,21419,26107,3574,11148,8548,11348,9508,3399,27
1,2021,2,R,전통시장,2130310,강남구 개포동,강남개포시장,CS100010,커피-음료,431980344,72887,69,31,12,13,16,14,14,15,16,0,13,32,25,27,4,42,58,4,20,20,26,20,11,298380792,133599552,53612790,56118578,67520052,60819018,60310354,65217771,68381781,0,54665676,137742869,107037412,116405687,16128700,162935939,229080799,16658821,77719982,78267535,99778168,76698464,42893767,50746,22141,10086,9617,11002,9687,10354,10485,11656,0,11936,20733,20051,17766,2401,30890,39141,3895,17070,14704,15906,12863,5593,28
2,2021,3,R,전통시장,2130310,강남구 개포동,강남개포시장,CS100010,커피-음료,424620553,78914,70,30,12,12,14,16,16,16,14,0,15,32,27,24,3,42,58,4,19,19,27,20,10,297685421,126935132,52501454,51840722,60473379,66459871,66409995,67734167,59200965,0,61692036,133815271,115803432,100537399,12772415,164832622,227168812,16138673,74810040,76183992,105654369,79630052,39584308,55571,23343,10738,10093,10778,12018,11944,12229,11114,0,15202,21994,21698,17707,2313,33543,43000,3796,16262,16129,18894,14977,6482,29
3,2021,4,R,전통시장,2130310,강남구 개포동,강남개포시장,CS100010,커피-음료,370069989,84553,69,31,13,12,14,14,15,16,16,0,19,30,26,22,3,48,52,5,21,19,27,18,10,254089188,115980801,46842869,46020030,52748077,51686464,56791748,58161783,57819018,0,70997718,111684065,94367496,80348942,12671768,164953419,178437112,17701895,72259547,65485372,93981338,60725292,33237089,58955,25598,11358,11030,11689,11917,12961,13166,12432,0,18515,24944,21220,17234,2640,40149,41128,4560,19655,15171,20586,13804,7498,20
4,2021,1,A,골목상권,2110983,강남구 개포동,국립국악고등학교,CS100010,커피-음료,47123812,7748,74,26,13,17,15,15,14,16,10,0,15,38,30,16,1,51,49,1,14,28,26,17,15,34991864,12131948,6332198,7915928,7086615,7056657,6600466,7345350,4786598,0,7277262,17911269,13951264,7658555,325462,21687440,21078732,292779,5889626,12103350,11056154,7157426,6266833,5842,1906,1049,1226,1130,1144,1293,1130,776,0,1580,2886,2057,1157,68,3963,3350,54,858,2615,1689,1035,1062,3
5,2021,2,A,골목상권,2110983,강남구 개포동,국립국악고등학교,CS100010,커피-음료,59080093,9886,79,21,14,14,19,16,17,14,8,0,12,35,26,23,3,48,52,1,8,29,21,29,12,46599533,12480560,8433399,8028955,11178713,9195986,9762480,8034403,4446157,0,7282710,20837698,15401541,13787852,1770292,25376455,27085469,309120,4428453,15046121,11165096,15146891,6366243,7667,2219,1376,1525,1688,1539,1539,1389,830,0,1702,3295,2575,2083,231,4889,4357,41,1035,3268,2043,1961,898,3
6,2021,3,A,골목상권,2110983,강남구 개포동,국립국악고등학교,CS100010,커피-음료,59590754,9533,78,23,12,18,13,17,18,13,10,0,10,38,33,19,1,49,51,1,14,19,28,26,12,46162409,13428345,7364415,10431106,7734814,10064792,10567282,7721196,5707149,0,5682638,22469091,19710160,11109263,619602,24624762,26045081,491597,7260920,9619495,14068375,13184591,6044866,7396,2137,1321,1553,1471,1416,1635,1307,830,0,1130,3514,3202,1538,149,4208,3963,96,1389,1729,2342,1661,953,3
7,2021,4,A,골목상권,2110983,강남구 개포동,국립국악고등학교,CS100010,커피-음료,52520481,8770,77,23,14,13,19,15,17,12,11,0,8,43,31,18,1,44,56,1,14,14,26,28,16,40596882,11923599,7112489,7043039,9705286,7657194,9078874,6040782,5882817,0,4038989,22460923,16142340,9565024,313205,20911234,26542125,510661,6791113,6818348,12509156,13311235,7512847,6809,1961,1349,1321,1457,1266,1416,1022,939,0,926,3446,2819,1498,81,4153,3868,95,1730,1185,2220,1607,1184,3
8,2021,1,D,발달상권,2120184,강남구 개포동,포이사거리(삼호물산),CS100010,커피-음료,1167331619,160392,90,10,16,20,20,18,16,6,4,1,24,44,20,10,1,55,45,0,29,31,20,12,9,1046729479,120602140,185465521,230311989,231612950,210011954,189327065,71580171,49021969,6008791,284876640,515388975,233172129,111411529,16473555,390731757,320324544,1420524,203621727,221547815,141984996,82363113,60118129,141834,18558,27630,29584,31711,26039,26870,10122,8436,827,45394,63463,32450,15930,2328,69356,52521,265,38430,39610,23940,13778,5852,79
9,2021,2,D,발달상권,2120184,강남구 개포동,포이사거리(삼호물산),CS100010,커피-음료,1428504444,205707,90,10,17,19,17,19,18,6,5,1,24,43,19,10,3,56,44,1,27,34,22,12,5,1283580967,144923477,241203982,266629213,247169891,267220227,261357654,81342317,63581160,13267355,342927106,616165462,272811617,147099052,36233852,508396648,397666891,5716575,245372665,303965596,195166289,109857509,45984914,182131,23576,35540,38131,34435,36973,37052,12905,10671,2067,60533,76656,40319,20994,5138,92173,65579,882,45581,53457,31280,18691,7857,82
10,2021,3,D,발달상권,2120184,강남구 개포동,포이사거리(삼호물산),CS100010,커피-음료,1345504748,190368,91,9,15,18,18,20,20,5,4,0,25,44,20,10,1,57,43,1,27,33,22,12,5,1221099583,124405165,205202266,237121394,236521818,273441628,268812477,71065504,53339661,1483789,337007995,590395930,269239198,137996388,9381448,459243764,351226261,6082130,219878813,267563966,178467558,95126856,43350700,169917,20451,30465,32520,32410,38194,36328,11283,9168,262,57153,72678,38054,20731,1490,83576,57458,1056,40778,46676,29326,15572,7619,82
11,2021,4,D,발달상권,2120184,강남구 개포동,포이사거리(삼호물산),CS100010,커피-음료,1186756667,166259,92,8,16,20,18,19,20,4,4,0,25,45,19,8,2,57,43,1,27,32,24,11,5,1095561682,91194985,184656143,235651038,211568892,227439744,236245865,47440229,43754756,5081603,301612207,537673981,219623588,99760997,23004291,375119969,286790989,6754158,178566869,214554061,160171692,71304268,30559915,150623,15636,26478,31875,29574,30973,31723,8111,7525,782,50494,65376,31908,14764,2935,70536,49245,1052,34302,39100,26947,12739,5639,84
12,2021,1,A,골목상권,2110984,강남구 개포동,포이초등학교(개포목련어린이공원),CS100010,커피-음료,75790770,12376,85,15,16,20,18,15,16,8,7,0,15,38,30,17,0,49,51,2,21,30,23,16,9,64210906,11579864,12252319,14747094,13854286,11049790,12307417,6294360,5285504,0,11464198,28429406,22798771,12959399,138996,33836656,35668497,1127362,14430116,20737837,16131960,11014904,6062972,10724,1652,2061,2359,2350,1869,2085,987,665,0,2631,4154,3586,1975,30,5599,6067,246,2310,3914,2614,1724,861,12
13,2021,2,A,골목상권,2110984,강남구 개포동,포이초등학교(개포목련어린이공원),CS100010,커피-음료,168345423,27332,81,19,16,16,14,16,18,13,7,0,12,30,35,23,1,42,58,3,18,28,34,13,4,135723098,32622325,27690001,27640632,23996077,26490156,29906232,21299575,11322750,0,19736762,49911651,58861364,38994240,841406,66822043,91306799,4886480,28894661,43469567,53531509,20463604,6883019,22450,4882,4871,4515,3941,4269,4854,3202,1680,0,3965,7650,9410,6155,152,10845,15454,1138,4671,7255,8805,3305,1126,15
14,2021,3,A,골목상권,2110984,강남구 개포동,포이초등학교(개포목련어린이공원),CS100010,커피-음료,236100926,33732,71,30,12,14,13,18,14,13,16,0,8,36,34,22,1,40,61,3,23,26,28,14,6,166501215,69599711,28849625,32050154,31331110,42261106,32009220,30804087,38795624,0,18956748,84336672,79543917,52125266,1138323,90408415,138659814,6186708,53149110,58394257,64800392,32025221,14512536,26114,7618,4323,5147,4963,6502,5179,3571,4047,0,3414,10546,10938,8605,229,13284,19830,1184,7506,8240,9489,4736,1960,17
15,2021,4,A,골목상권,2110984,강남구 개포동,포이초등학교(개포목련어린이공원),CS100010,커피-음료,221870611,31510,75,26,15,14,15,14,16,12,14,0,6,38,33,22,1,50,51,3,29,27,26,11,6,165296681,56573930,33936108,32010898,33604822,30261147,35483706,25827408,30746522,0,13996231,84748774,72765906,48128329,2231371,99383725,101420312,5054567,58492165,53872736,51360141,21076312,10948114,24642,6868,4735,4900,5172,4744,5091,3275,3593,0,2386,10634,10605,7654,231,15321,14589,1104,8525,8170,7090,3608,1411,17
16,2021,1,D,발달상권,2120199,강남구 논현동,경복아파트교차로,CS100010,커피-음료,623757146,94086,91,9,17,19,21,16,18,5,4,2,23,42,23,8,3,49,51,0,23,37,23,13,4,566079923,57677223,102832840,118960886,130087133,102599379,111599685,31595049,26082174,12775197,142264842,261556853,140695107,48574021,17891126,241295656,252529026,882644,114140021,181678580,113638212,64734002,18751224,88342,5744,18134,19786,18393,15051,16978,3131,2613,791,28291,41234,17155,5026,1589,40404,43325,114,22965,30164,18790,8967,2723,24
17,2021,2,D,발달상권,2120199,강남구 논현동,경복아파트교차로,CS100010,커피-음료,1049498716,164577,90,10,18,19,17,18,19,5,4,1,19,47,20,10,2,49,51,0,24,37,22,11,5,948344703,101154013,186406262,196889066,178690642,191240982,195117751,55984308,45169705,9796706,203494981,495143737,214065144,102109846,24888302,405493905,429006008,388353,201699963,311909959,185510625,95319130,39671878,152952,11625,28931,33001,27661,31415,31944,6459,5166,643,44035,74889,29740,13357,1913,72274,76330,87,42437,55057,30114,15176,5734,31
18,2021,3,D,발달상권,2120199,강남구 논현동,경복아파트교차로,CS100010,커피-음료,1070710014,171207,91,10,14,19,19,20,19,5,4,2,23,43,24,7,2,51,49,0,24,41,19,11,4,968631836,102078178,145283907,202882075,207710983,214658360,198096511,55110298,46967880,15669625,247485891,462343364,251692802,71865265,21653067,445994127,436001336,1331268,212368402,360118203,171163976,98430347,38583271,159290,11917,26513,31906,32288,35389,33194,6409,5508,981,54106,73737,31334,9416,1633,74474,80305,389,42840,64030,27522,14476,5521,33
19,2021,4,D,발달상권,2120199,강남구 논현동,경복아파트교차로,CS100010,커피-음료,1287081226,175970,92,8,14,19,21,18,20,5,3,1,19,47,23,8,2,42,58,0,23,36,29,9,3,1181942311,105138915,182273867,246774287,263945519,230836319,258112319,62198561,42940354,17787320,244681193,604999733,291184443,99675238,28753299,421098382,585203599,2553993,233126845,361038924,287851759,88481803,33248658,164772,11198,28292,34881,33976,33983,33640,5963,5235,1229,55169,78703,30632,8088,2149,70647,85884,331,48466,62665,28764,12417,3886,39
20,2021,1,A,골목상권,2110966,강남구 논현동,논현2동주민센터,CS100010,커피-음료,153955520,21288,83,17,16,17,17,17,15,10,7,3,20,38,23,14,2,54,46,0,25,33,21,15,6,128220002,25735518,25050675,26346395,26380699,26686017,23756216,14572827,11162691,4289932,30991559,58727137,35481945,21614620,2850327,73123949,61869126,246643,34179884,44169978,28848454,20091152,7456960,18178,3110,3401,3931,3892,3636,3318,1737,1373,200,5880,7847,4588,2550,223,10103,9669,40,5320,6816,4314,2406,871,18
21,2021,2,A,골목상권,2110966,강남구 논현동,논현2동주민센터,CS100010,커피-음료,259467205,35369,85,15,14,18,16,18,19,10,5,1,17,42,21,17,1,50,50,1,25,36,19,14,6,220846470,38620735,36548256,46372218,42436210,47247854,48241932,25562469,13058266,3657011,44547527,109176656,54359527,44736013,2990471,112217225,111917762,1295279,55720406,81663717,41457052,31686962,12311568,30570,4799,5556,6325,5752,6431,6506,3056,1743,74,9007,13157,7339,5465,327,16437,16172,216,8936,12345,5614,4037,1461,23
22,2021,3,A,골목상권,2110966,강남구 논현동,논현2동주민센터,CS100010,커피-음료,255038212,35860,86,14,15,16,17,22,17,8,6,0,17,41,22,18,2,52,48,0,27,36,18,13,5,219332553,35705659,37379747,40799944,43282190,55525002,42345670,21076332,14629327,0,43475922,103823166,57044200,46223472,4471452,115496774,104947816,589378,59133687,79617637,39996637,29282890,11824363,30845,5015,5625,5938,6245,7132,5905,2955,2060,0,9098,13354,7767,5317,324,17091,16018,101,9729,12055,5759,3956,1507,26
23,2021,4,A,골목상권,2110966,강남구 논현동,논현2동주민센터,CS100010,커피-음료,279349087,32917,80,20,13,17,18,17,16,12,8,4,14,36,20,17,9,54,46,0,25,38,19,11,6,223248375,56100712,35192142,46220696,50095256,46587433,45152848,32875906,23224806,11278169,39204923,101656188,54714217,46383403,26112187,116415962,98390338,864578,54324093,82254654,41060908,23951017,12351056,27996,4921,4766,5875,5906,5712,5737,3128,1793,37,8031,11748,7218,5294,589,15292,14650,131,8313,11517,5139,3388,1450,25
24,2021,1,A,골목상권,2110952,강남구 논현동,논현목련공원,CS100010,커피-음료,20152762,1623,69,31,15,11,12,16,15,16,16,14,11,22,25,16,12,64,36,0,47,33,9,6,4,13850422,6302340,2926639,2292696,2451311,3129026,3050750,3126966,3175374,2713437,2162406,4469006,5082351,3239747,2485815,11584221,6473083,74672,8469282,5949220,1676917,1125123,762089,1139,484,247,191,227,216,258,252,232,165,180,428,293,351,206,964,580,5,673,540,172,94,61,3
25,2021,2,A,골목상권,2110952,강남구 논현동,논현목련공원,CS100010,커피-음료,42746536,3240,74,26,16,13,16,13,16,13,13,7,13,28,20,22,10,68,32,1,38,45,9,5,3,31550328,11196208,6830712,5560254,6757583,5719382,6682397,5679213,5516995,3089888,5331601,11958380,8509036,9463296,4394335,21765168,10134832,350702,12123173,14256227,2741245,1607257,821395,2339,901,479,432,526,439,463,479,422,196,437,720,639,882,366,1896,1051,15,1241,1256,232,139,62,3
26,2021,3,A,골목상권,2110952,강남구 논현동,논현목련공원,CS100010,커피-음료,42944803,3121,77,23,17,15,13,14,19,11,12,9,19,18,25,20,9,69,31,2,38,42,6,7,5,33026779,9918024,7318399,6241573,5681274,5780665,8004868,4839794,5078230,3985439,8271114,7518211,10771350,8572893,3825796,22109176,9996817,753932,12137079,13447191,1892556,2178886,1696348,2250,871,443,422,474,422,489,407,464,273,531,607,643,800,267,1834,999,57,1231,1009,211,165,159,3
27,2021,4,A,골목상권,2110952,강남구 논현동,논현목련공원,CS100010,커피-음료,33814700,2698,72,29,17,13,10,15,16,15,14,12,18,19,24,15,12,63,37,0,38,38,12,7,5,24167556,9647144,5838343,4414420,3226872,5223455,5464466,5062266,4584878,4065777,5911986,6424907,8106834,5112219,4192977,17677762,10231648,59223,10502528,10665778,3290730,1897707,1493446,1838,860,392,371,283,360,432,448,412,282,350,536,634,510,386,1581,953,5,1030,871,346,185,98,3
28,2021,1,D,발달상권,2120185,강남구 논현동,논현역,CS100010,커피-음료,2014988743,274062,86,14,16,19,19,16,17,9,6,1,17,37,23,17,4,48,52,1,30,35,17,12,5,1727600175,287388568,331220171,373246620,375240480,312935219,334957685,171768765,115619803,16989664,345781081,753862036,466279927,349173716,82902319,726581995,782730141,11306674,448043780,532131280,260239874,185384534,72206000,235431,38631,47766,49543,50669,43392,44061,23098,15533,1069,66846,94462,59125,45953,6607,117495,127040,1916,75256,87837,41326,27197,11004,146
29,2021,2,D,발달상권,2120185,강남구 논현동,논현역,CS100010,커피-음료,3230712261,386167,82,18,15,16,15,17,19,11,8,5,14,33,21,21,6,49,51,1,31,34,16,11,7,2641738736,588973525,490440510,520768342,480683595,551894191,597952098,344562144,244411381,152909271,456561491,1059895984,691217639,674808537,195319339,1271238249,1332711711,24970630,809370751,876038769,417474443,294623883,181471486,322740,63427,62849,64451,62067,66156,67217,37644,25783,2007,86961,127379,80830,74189,14801,171155,177398,3706,113503,122083,54735,38761,15774,152
30,2021,3,D,발달상권,2120185,강남구 논현동,논현역,CS100010,커피-음료,3129580155,410695,82,18,15,15,15,20,17,11,7,3,18,35,22,19,4,50,50,1,33,33,16,11,7,2566427425,563152730,466166321,480531781,474475325,621421320,523832678,330171220,232981510,94514168,552796519,1094719237,676590364,585969651,124990216,1225162792,1220252696,28316771,794177351,815902997,392186309,256841997,157990069,343328,67367,60504,64758,65269,80910,71887,38872,28495,2016,102355,136662,85223,71460,12979,180274,184428,4574,117524,128040,55473,39018,20069,149
31,2021,4,D,발달상권,2120185,강남구 논현동,논현역,CS100010,커피-음료,3275016954,414991,84,16,14,17,16,17,20,10,6,2,16,37,20,21,5,48,52,1,32,33,16,12,6,2759624028,515392926,462450087,571409894,531914826,551301214,642548007,313480995,201911931,47497249,525350830,1208643614,663016772,677624676,152883813,1221300774,1314837219,34660351,817941212,835886989,411580079,291642773,144426596,348119,66872,61417,71022,69396,70232,76052,39967,26905,4012,93723,143460,78912,79215,15669,179148,190391,5647,123138,124366,58246,39192,18948,151
32,2021,1,A,골목상권,2110955,강남구 논현동,논현초등학교,CS100010,커피-음료,90805222,9432,72,28,14,14,16,14,15,15,13,10,8,20,23,30,9,58,42,1,50,27,13,5,3,65686580,25118642,12765008,12385788,14498102,12721226,13316456,13777861,11340781,8936216,7243542,18508876,21130577,27109874,7876137,45946820,33220379,956512,39738692,21642831,10512147,4237746,2079273,6884,2548,1374,1304,1408,1358,1440,1368,1180,793,918,1737,2391,2708,885,5328,3411,122,4347,2451,1235,371,211,20
33,2021,2,A,골목상권,2110955,강남구 논현동,논현초등학교,CS100010,커피-음료,111258320,11781,72,28,14,13,16,15,15,16,13,6,12,21,22,29,11,61,39,2,48,27,14,6,3,79701388,31556932,15110541,14412076,17406183,16454965,16317623,17647745,13909187,6887425,12916923,23152085,24124782,31849082,12328023,60214626,38544908,1942564,47695413,26822149,13865000,5420725,3013682,8484,3297,1689,1694,1734,1679,1688,1759,1538,782,1364,2389,2700,3206,1340,6942,4114,195,5322,3088,1622,599,229,20
34,2021,3,A,골목상권,2110955,강남구 논현동,논현초등학교,CS100010,커피-음료,102669094,11164,70,30,12,12,14,17,15,16,14,6,10,19,24,29,12,62,38,2,48,27,13,8,2,72144294,30524800,11871676,12747467,14171130,17750680,15603341,16037376,14487424,6118853,10302983,19652319,24845395,29229767,12519777,58732459,35950600,2129258,45518051,25584556,12146351,7229781,2075062,8008,3156,1445,1437,1558,1952,1616,1572,1584,701,1450,2077,2435,3109,1392,6681,3902,210,4721,3116,1539,758,241,18
35,2021,4,A,골목상권,2110955,강남구 논현동,논현초등학교,CS100010,커피-음료,109746686,11478,74,26,13,13,16,15,18,14,12,13,11,18,21,24,14,60,40,2,46,30,13,7,3,81199775,28546911,13844131,14580641,17139446,16233162,19402395,15236322,13310589,14097873,11528448,19925567,23341817,26070366,14782615,61414261,40398933,1867078,46870545,30292857,12776891,6882322,3123499,8501,2977,1547,1560,1761,1657,1976,1563,1414,1405,1298,1948,2462,2680,1685,6758,4208,194,4927,3262,1524,734,323,22
36,2021,1,D,발달상권,2120196,강남구 논현동,서울세관,CS100010,커피-음료,1200887937,125649,87,13,15,19,18,16,18,8,6,0,15,47,19,17,2,50,50,0,26,36,23,10,5,1042179892,158708045,181986410,232364593,220539488,189406421,217882980,89549631,69158414,2557276,185071781,558169981,226815587,208968589,19304723,436535626,432947362,2793423,221967082,315980438,200563515,87243776,40934751,115251,10398,22402,24633,25263,20781,22172,6161,4237,85,33125,53777,23382,13891,1389,52897,49550,321,27514,39958,21133,9499,4025,37
37,2021,2,D,발달상권,2120196,강남구 논현동,서울세관,CS100010,커피-음료,1487401178,165733,88,12,16,18,16,19,19,7,5,0,16,47,21,14,2,49,51,0,25,38,21,10,6,1307406340,179994838,240713154,264441172,242775718,283946041,275530255,103312749,76682089,1922771,237424128,701117544,309190054,206259300,31487381,542023706,559329390,3603150,277223285,417482395,236193721,105748845,61101701,151540,14193,30093,31290,27562,32515,30080,7886,6307,66,42318,73510,31158,16250,2431,71644,66651,589,37871,52044,27908,12907,6973,46
38,2021,3,D,발달상권,2120196,강남구 논현동,서울세관,CS100010,커피-음료,1424081166,155940,86,14,13,16,19,19,19,8,6,0,18,47,21,14,1,51,49,0,25,35,20,14,6,1229086387,194994779,191086479,226161610,266296250,268707149,276834899,113064498,81930281,123199,256449633,663843591,293650504,195277944,14736295,543378003,526449872,4541197,269732890,372618404,212946488,149203953,60784940,140391,15549,24993,27028,26508,32285,29577,9042,6507,14,40038,67767,30287,16503,1331,67847,63688,632,37293,48399,24932,13276,7011,48
39,2021,4,D,발달상권,2120196,강남구 논현동,서울세관,CS100010,커피-음료,1049918812,112735,84,16,13,17,16,18,20,9,7,0,16,47,22,14,1,51,49,0,26,35,19,11,8,881111207,168807605,136991065,175974911,170261738,189604051,208279442,97806423,71001182,78561,172656097,491344247,230121163,143266896,12451848,406887940,396644227,2901392,211574680,282608592,153571708,85118549,67757246,99811,12924,16937,20503,20354,20687,21330,7497,5427,4,28777,51534,22197,9484,739,49966,43818,351,26784,34075,18283,9191,5103,36
40,2021,1,A,골목상권,2110957,강남구 논현동,언북중학교,CS100010,커피-음료,171234560,20380,82,18,14,18,19,16,15,10,9,2,10,45,19,18,6,47,54,1,29,39,18,8,5,139889017,31345543,23660723,30335564,31882044,27749888,26260798,16431450,14914093,2972961,17121031,77786922,32861633,30745829,9746184,61691813,70861755,1155464,38547685,51822023,23543709,10593426,6891264,17232,3148,3107,3795,3897,3181,3252,1796,1352,292,2700,9391,3825,3119,1053,7822,9741,237,5889,6793,2608,1443,592,17
41,2021,2,A,골목상권,2110957,강남구 논현동,언북중학교,CS100010,커피-음료,211412100,26422,85,15,18,17,16,18,16,9,6,1,11,50,20,15,4,48,53,1,28,37,18,12,4,179134472,32277628,37460056,36357674,33751251,38691137,32874354,18676117,13601511,1792684,22121428,104652145,41557836,32255663,9032344,81696663,90121729,1896957,48440067,63538547,30295639,20228355,7418827,22782,3640,4347,5015,4200,4897,4323,2116,1524,155,2945,13274,4946,4198,904,10476,12797,420,7981,8379,3609,2068,815,19
42,2021,3,A,골목상권,2110957,강남구 논현동,언북중학교,CS100010,커피-음료,193300512,24279,86,14,15,14,16,22,19,8,6,1,11,51,19,14,4,51,49,1,32,37,16,10,5,166663685,26636827,28462528,27928714,31226255,42051230,36994958,15343682,11293145,2325436,21856875,99452537,36340239,26600092,6725333,75266512,73278665,1174509,47347324,54168251,24251818,14565047,7038219,21052,3227,3678,3558,3999,5215,4602,1970,1257,214,3814,12563,4246,2833,609,9753,11137,223,7756,7317,2776,1949,863,21
43,2021,4,A,골목상권,2110957,강남구 논현동,언북중학교,CS100010,커피-음료,252867569,32066,86,14,14,18,19,17,18,8,6,2,13,48,19,11,7,49,52,2,33,36,15,11,4,216477106,36390463,34751456,46279183,47647539,42494138,45304790,20541058,15849405,5088893,32405871,122417578,47665562,27390330,17899335,93820602,99701843,3200115,63891795,69458534,28613260,20298992,8059749,28114,3952,4629,6119,6064,5765,5537,2213,1739,480,5373,15349,5496,3582,1786,11706,15521,614,10394,9262,3120,2880,954,18
44,2021,1,A,골목상권,2110961,강남구 논현동,언주역 3번,CS100010,커피-음료,72063543,8582,80,20,15,17,18,17,14,8,13,5,10,33,20,22,10,60,40,0,28,42,16,10,4,57496470,14567073,10445930,12108203,13049589,11862059,10030689,5464479,9102594,3700778,7381679,23967062,14237064,15812021,6964939,35358391,23430027,0,16705682,24739809,9459145,5730823,2152959,6985,1597,1288,1541,1527,1298,1331,676,921,214,1323,3013,1675,1750,607,4603,3081,0,2353,3028,1402,672,234,16
45,2021,2,A,골목상권,2110961,강남구 논현동,언주역 3번,CS100010,커피-음료,132938446,15559,78,23,14,17,17,15,16,12,10,5,8,30,24,19,13,57,43,0,30,38,16,12,5,103016338,29922108,18641024,22272495,21995993,19441507,20665319,16343268,13578840,6172985,11125549,40061343,32287028,25847490,17444051,63888785,47695889,170118,33352497,42363508,17581990,12934863,5181703,12732,2827,2462,2599,2594,2536,2541,1517,1310,360,1881,5404,3190,3166,1558,8009,5886,54,4428,5134,2391,1423,469,24
46,2021,3,A,골목상권,2110961,강남구 논현동,언주역 3번,CS100010,커피-음료,153739725,18066,74,27,13,12,12,16,19,14,12,6,11,31,20,22,10,50,50,1,36,34,16,9,4,112978933,40760792,20460645,18530653,19026959,25068569,29892107,22026567,18734225,9505683,16290608,48264987,30874537,33555799,15248111,68013997,67339224,1572516,49298063,45451750,21653135,12261889,5115870,13657,4409,2437,2429,2360,3038,3393,2368,2041,598,2656,5806,3761,3779,1466,8857,8093,232,6682,5449,2784,1338,460,26
47,2021,4,A,골목상권,2110961,강남구 논현동,언주역 3번,CS100010,커피-음료,169930792,17055,75,25,11,14,18,16,16,13,12,3,12,35,20,23,7,41,59,2,39,32,16,9,2,127747597,42183195,17953627,23172245,31151561,27590832,27879332,21397031,20786164,5726630,19775837,59121225,33912363,38774711,12620026,58852566,85895525,3034666,56014802,46346300,22913244,12996053,3443024,13264,3791,2116,2500,2995,2758,2895,1934,1857,453,2902,6472,3230,2872,1126,7134,8863,245,6628,4650,2626,1481,369,24
48,2021,1,A,골목상권,2110965,강남구 논현동,언주역 6번,CS100010,커피-음료,72573393,8821,90,10,18,19,20,18,15,5,5,0,17,41,20,18,4,52,48,0,22,44,23,9,2,65277347,7296046,13237059,13618355,14612400,12680022,11129511,3895367,3400679,318421,12205044,29678274,14418870,13130684,2822100,27047262,24865561,23747,11284634,22943747,11822795,4607248,1230653,7869,952,1565,1722,1754,1470,1358,521,431,26,1829,3262,1850,1511,343,3540,3527,5,1728,3065,1587,504,177,12
49,2021,2,A,골목상권,2110965,강남구 논현동,언주역 6번,CS100010,커피-음료,105012221,12827,89,11,19,18,17,18,17,6,5,1,15,40,22,19,4,53,47,0,21,45,21,9,4,93410722,11601499,19599236,19054054,18012990,19373806,17370636,6262747,5338752,479791,15366998,42364675,23351390,19699037,3750330,39462236,35210058,126842,15544980,33854247,15561973,6412493,3171753,11175,1652,2346,2350,2228,2223,2028,830,822,70,2287,4684,2911,2441,434,5151,5077,30,2100,4755,2157,766,415,15
50,2021,3,A,골목상권,2110965,강남구 논현동,언주역 6번,CS100010,커피-음료,106234391,13964,87,14,14,16,18,21,18,8,6,1,20,36,18,21,4,53,47,0,26,42,20,8,4,91895994,14338397,14781319,16626217,19158506,22192806,19137146,8083990,6254407,963360,20763101,38182745,19399139,22428914,4497132,42542909,37342023,282655,20628942,33128625,16121709,6447597,3275407,12062,1902,2088,2128,2604,2832,2410,1106,796,86,3429,4657,2568,2692,532,5981,5637,46,2917,5002,2417,823,414,15
