,강남구,보증금,월세
7016,강남구 역삼동,3000,300
7017,강남구 역삼동,1000,85
7018,강남구 역삼동,8000,430
7019,강남구 역삼동,21000,1200
7020,강남구 역삼동,30000,3000
7021,강남구 역삼동,13000,650
7022,강남구 역삼동,15000,1300
7023,강남구 역삼동,5000,500
7024,강남구 역삼동,3000,270
7025,강남구 역삼동,10000,700
7026,강남구 역삼동,30000,2700
7027,강남구 역삼동,2000,200
7028,강남구 역삼동,3000,230
7029,강남구 역삼동,6000,350
7030,강남구 역삼동,2000,140
7031,강남구 역삼동,5000,270
7032,강남구 역삼동,20000,2000
7033,강남구 역삼동,1500,80
7034,강남구 역삼동,3000,240
7035,강남구 역삼동,5000,270
7036,강남구 율현동,15000,630
7037,강남구 율현동,30000,2200
7038,강남구 율현동,18000,1300
7039,강남구 율현동,5000,500
7040,강남구 율현동,15000,630
7041,강남구 율현동,30000,2200
7042,강남구 율현동,30000,1800
7043,강남구 율현동,48000,3100
7044,강남구 율현동,10000,400
7045,강남구 율현동,48000,3100
7046,강남구 율현동,3000,150
7047,강남구 율현동,20000,600
7048,강남구 율현동,30000,1800
7049,강남구 율현동,20000,900
7050,강남구 율현동,5000,330
7051,강남구 논현동,5000,280
7052,강남구 논현동,40000,1500
7053,강남구 논현동,5000,270
7054,강남구 논현동,20000,1400
7055,강남구 논현동,4000,410
7056,강남구 논현동,5000,250
7057,강남구 논현동,3000,280
7058,강남구 논현동,2000,250
7059,강남구 논현동,3000,250
7060,강남구 논현동,6000,500
7061,강남구 논현동,7000,675
7062,강남구 논현동,3000,300
7063,강남구 논현동,10000,650
7064,강남구 논현동,6000,450
7065,강남구 논현동,10000,227
7066,강남구 논현동,5000,500
7067,강남구 논현동,9000,400
7068,강남구 논현동,3000,230
7069,강남구 논현동,7000,300
7070,강남구 논현동,5000,410
7071,강남구 논현동,4000,380
7072,강남구 논현동,10000,500
7073,강남구 논현동,4000,410
7074,강남구 논현동,15000,1200
7075,강남구 논현동,2000,140
7076,강남구 논현동,5000,400
7077,강남구 논현동,3000,230
7078,강남구 논현동,10000,450
7079,강남구 논현동,9000,780
7080,강남구 논현동,3000,230
7081,강남구 논현동,8000,350
7082,강남구 논현동,5000,280
7083,강남구 논현동,5000,350
7084,강남구 논현동,3000,300
7085,강남구 논현동,1500,135
7086,강남구 논현동,25000,1800
7087,강남구 논현동,4000,410
7088,강남구 논현동,2000,180
7089,강남구 논현동,2000,120
7090,강남구 논현동,7000,420
7091,강남구 논현동,15000,900
7092,강남구 논현동,4000,300
7093,강남구 논현동,2000,163
7094,강남구 논현동,1000,80
7095,강남구 논현동,10000,1000
7096,강남구 논현동,4000,330
7097,강남구 논현동,2000,190
7098,강남구 논현동,2000,170
7099,강남구 논현동,5000,280
7100,강남구 논현동,2000,100
7101,강남구 논현동,10000,600
7102,강남구 논현동,7000,700
7103,강남구 논현동,9000,350
7104,강남구 논현동,2000,200
7105,강남구 논현동,5000,270
7106,강남구 논현동,2000,150
7107,강남구 논현동,40000,2950
7108,강남구 논현동,19000,1700
7109,강남구 논현동,5000,350
7110,강남구 논현동,4000,440
7111,강남구 논현동,25000,2500
7112,강남구 논현동,2000,200
7113,강남구 논현동,3500,250
7114,강남구 논현동,6000,500
7115,강남구 논현동,4000,310
7116,강남구 논현동,5000,160
7117,강남구 논현동,2000,120
7118,강남구 논현동,7200,600
7119,강남구 논현동,30000,2500
7120,강남구 논현동,4000,420
7121,강남구 논현동,20000,700
7122,강남구 논현동,4000,410
7123,강남구 논현동,4000,440
7124,강남구 논현동,5000,390
7125,강남구 논현동,3000,220
7126,강남구 논현동,5000,590
7127,강남구 논현동,2000,150
7128,강남구 논현동,2000,140
7129,강남구 논현동,15000,700
7130,강남구 논현동,25000,1800
7131,강남구 논현동,20000,1200
7132,강남구 논현동,5000,300
7133,강남구 논현동,7000,450
7134,강남구 논현동,30000,3000
7135,강남구 논현동,10000,500
7136,강남구 논현동,4000,400
7137,강남구 논현동,5000,370
7138,강남구 논현동,5000,260
7139,강남구 논현동,3000,520
7140,강남구 논현동,3000,200
7141,강남구 논현동,2500,160
7142,강남구 논현동,7000,450
7143,강남구 논현동,3500,300
7144,강남구 논현동,2000,200
7145,강남구 논현동,5000,410
7146,강남구 논현동,50000,3000
7147,강남구 논현동,4000,270
7148,강남구 논현동,2000,290
7149,강남구 논현동,4000,220
7150,강남구 논현동,39800,3300
7151,강남구 논현동,120000,9800
7152,강남구 논현동,3000,240
7153,강남구 논현동,5000,412
7154,강남구 논현동,12000,1100
7155,강남구 논현동,20000,1500
7156,강남구 논현동,108000,9000
7157,강남구 논현동,2000,300
7158,강남구 논현동,12000,1110
7159,강남구 논현동,4000,400
7160,강남구 논현동,7000,420
7161,강남구 논현동,2500,165
7162,강남구 논현동,40000,1500
7163,강남구 논현동,2000,274
7164,강남구 논현동,10000,500
7165,강남구 논현동,1000,160
7166,강남구 논현동,11550,809
7167,강남구 논현동,8000,650
7168,강남구 논현동,7500,748
7169,강남구 논현동,20000,1400
7170,강남구 논현동,5000,260
7171,강남구 논현동,20000,850
7172,강남구 논현동,1500,145
7173,강남구 논현동,6000,400
7174,강남구 논현동,40000,3300
7175,강남구 논현동,87000,7200
7176,강남구 논현동,15000,900
7177,강남구 논현동,20000,1400
7178,강남구 논현동,20000,850
7179,강남구 논현동,2000,150
7180,강남구 논현동,11050,1105
7181,강남구 논현동,25000,1800
7182,강남구 논현동,20000,900
7183,강남구 논현동,2000,200
7184,강남구 논현동,2000,200
7185,강남구 논현동,4000,410
7186,강남구 논현동,22554,2255
7187,강남구 논현동,2000,150
7188,강남구 논현동,9000,450
7189,강남구 논현동,3000,230
7190,강남구 논현동,5000,160
7191,강남구 논현동,5000,160
7192,강남구 논현동,1000,85
7193,강남구 논현동,3000,175
7194,강남구 논현동,3000,350
7195,강남구 논현동,5000,412
7196,강남구 논현동,5000,280
7197,강남구 논현동,3000,250
7198,강남구 논현동,3500,280
7199,강남구 논현동,6000,445
7200,강남구 논현동,3000,200
7201,강남구 논현동,4000,320
7202,강남구 논현동,25000,1300
7203,강남구 논현동,3000,260
7204,강남구 논현동,5000,200
7205,강남구 논현동,4000,410
7206,강남구 논현동,30000,2700
7207,강남구 논현동,5000,480
7208,강남구 논현동,20000,1700
7209,강남구 논현동,5000,550
7210,강남구 논현동,2000,150
7211,강남구 논현동,3000,200
7212,강남구 논현동,40000,1500
7213,강남구 논현동,3000,240
7214,강남구 논현동,5000,412
7215,강남구 논현동,2000,200
7216,강남구 논현동,11550,809
7217,강남구 논현동,4000,400
7218,강남구 논현동,5000,550
7219,강남구 논현동,4000,440
7220,강남구 논현동,25000,2100
7221,강남구 논현동,2000,200
7222,강남구 논현동,2500,190
7223,강남구 논현동,10000,500
7224,강남구 논현동,20000,1500
7225,강남구 논현동,25000,2200
7226,강남구 논현동,50000,4200
7227,강남구 논현동,3000,360
7228,강남구 논현동,8000,700
7229,강남구 논현동,6000,500
7230,강남구 논현동,6000,550
7231,강남구 논현동,8000,650
7232,강남구 논현동,5000,590
7233,강남구 논현동,3000,200
7234,강남구 논현동,5000,440
7235,강남구 논현동,42000,3360
7236,강남구 논현동,4000,578
7237,강남구 논현동,1500,145
7238,강남구 논현동,2000,150
7239,강남구 논현동,2500,200
7240,강남구 논현동,6000,320
7241,강남구 논현동,1500,140
7242,강남구 논현동,6000,550
7243,강남구 논현동,5000,450
7244,강남구 논현동,2000,180
7245,강남구 논현동,3000,250
7246,강남구 논현동,2000,190
7247,강남구 논현동,9000,620
7248,강남구 논현동,20000,900
7249,강남구 논현동,2000,260
7250,강남구 논현동,6000,797
7251,강남구 논현동,19000,1700
7252,강남구 논현동,20000,1500
7253,강남구 논현동,3000,280
7254,강남구 논현동,15000,900
7255,강남구 논현동,3000,250
7256,강남구 논현동,2000,200
7257,강남구 논현동,2000,200
7258,강남구 논현동,4000,250
7259,강남구 논현동,3000,250
7260,강남구 논현동,25000,1300
7261,강남구 논현동,10000,800
7262,강남구 논현동,1000,120
7263,강남구 논현동,3000,180
7264,강남구 논현동,10000,650
7265,강남구 논현동,21200,1700
7266,강남구 논현동,3000,200
7267,강남구 논현동,10000,500
7268,강남구 논현동,2000,210
7269,강남구 논현동,4000,440
7270,강남구 논현동,20000,1700
7271,강남구 논현동,30000,2500
7272,강남구 논현동,2000,160
7273,강남구 논현동,2000,120
7274,강남구 논현동,5000,412
7275,강남구 논현동,2000,300
7276,강남구 논현동,1500,110
7277,강남구 논현동,3500,250
7278,강남구 논현동,20000,1700
7279,강남구 논현동,5000,350
7280,강남구 논현동,3000,300
7281,강남구 논현동,5880,206
7282,강남구 논현동,10000,900
7283,강남구 논현동,3000,160
7284,강남구 논현동,8000,500
7285,강남구 논현동,6000,320
7286,강남구 논현동,3000,200
7287,강남구 논현동,5000,320
7288,강남구 논현동,7000,500
7289,강남구 논현동,3000,230
7290,강남구 논현동,1500,155
7291,강남구 논현동,10000,1000
7292,강남구 논현동,3000,175
7293,강남구 논현동,2000,130
7294,강남구 논현동,2000,150
7295,강남구 논현동,10000,580
7296,강남구 논현동,1000,160
7297,강남구 논현동,6000,600
7298,강남구 논현동,2000,150
7299,강남구 논현동,1000,160
7300,강남구 논현동,3000,220
7301,강남구 논현동,4000,410
7302,강남구 논현동,30000,1600
7303,강남구 논현동,5000,320
7304,강남구 논현동,5000,280
7305,강남구 논현동,5000,440
7306,강남구 논현동,20000,900
7307,강남구 논현동,2000,200
7308,강남구 논현동,12000,630
7309,강남구 논현동,3000,250
7310,강남구 논현동,20000,1200
7311,강남구 논현동,1000,160
7312,강남구 논현동,5000,160
7313,강남구 논현동,2000,165
7314,강남구 논현동,3000,200
7315,강남구 논현동,2000,160
7316,강남구 논현동,2000,170
7317,강남구 논현동,20000,1400
7318,강남구 논현동,1000,150
7319,강남구 논현동,2500,150
7320,강남구 논현동,30000,2700
7321,강남구 논현동,40000,2660
7322,강남구 논현동,2000,160
7323,강남구 논현동,6000,300
7324,강남구 논현동,3000,250
7325,강남구 논현동,5000,350
7326,강남구 논현동,30000,1600
7327,강남구 논현동,25000,1800
7328,강남구 논현동,5000,412
7329,강남구 논현동,10000,800
7330,강남구 논현동,1000,160
7331,강남구 논현동,30000,1600
7332,강남구 논현동,10000,800
7333,강남구 논현동,5000,370
7334,강남구 논현동,15000,850
7335,강남구 논현동,3000,255
7336,강남구 논현동,10000,580
7337,강남구 논현동,30000,1600
7338,강남구 논현동,3000,230
7339,강남구 논현동,6000,500
7340,강남구 논현동,3000,250
7341,강남구 논현동,3000,400
7342,강남구 논현동,3000,220
7343,강남구 논현동,4000,147
7344,강남구 논현동,2000,220
7345,강남구 논현동,4000,410
7346,강남구 논현동,1000,150
7347,강남구 논현동,20000,1200
7348,강남구 논현동,8000,500
7349,강남구 논현동,2000,170
7350,강남구 논현동,1000,85
7351,강남구 논현동,2500,250
7352,강남구 논현동,15000,970
7353,강남구 논현동,2000,110
7354,강남구 논현동,1500,120
7355,강남구 논현동,10000,500
7356,강남구 논현동,21500,1700
7357,강남구 논현동,5000,320
7358,강남구 논현동,20000,900
7359,강남구 논현동,3000,220
7360,강남구 논현동,4000,410
7361,강남구 논현동,6000,797
7362,강남구 논현동,19500,1240
7363,강남구 논현동,10000,600
7364,강남구 논현동,5000,280
7365,강남구 논현동,7000,450
7366,강남구 논현동,2500,200
7367,강남구 논현동,1500,100
7368,강남구 논현동,3000,160
7369,강남구 논현동,8000,700
7370,강남구 논현동,5000,300
7371,강남구 논현동,1000,130
7372,강남구 논현동,10000,650
7373,강남구 논현동,4000,270
7374,강남구 논현동,10000,450
7375,강남구 논현동,4000,180
7376,강남구 논현동,2000,250
7377,강남구 논현동,5000,412
7378,강남구 논현동,15000,850
7379,강남구 논현동,2500,250
7380,강남구 논현동,2000,240
7381,강남구 논현동,2000,150
7382,강남구 논현동,7000,450
7383,강남구 논현동,42000,3500
7384,강남구 논현동,19300,1600
7385,강남구 논현동,5000,350
7386,강남구 논현동,3000,300
7387,강남구 논현동,1000,180
7388,강남구 논현동,7970,797
7389,강남구 논현동,2000,200
7390,강남구 논현동,6000,300
7391,강남구 논현동,1000,200
7392,강남구 논현동,2000,180
7393,강남구 논현동,8000,571
7394,강남구 논현동,3000,640
7395,강남구 논현동,3000,170
7396,강남구 논현동,8779,585
7397,강남구 논현동,5000,340
7398,강남구 논현동,6000,300
7399,강남구 논현동,2000,260
7400,강남구 논현동,30000,1590
7401,강남구 논현동,2000,210
7402,강남구 논현동,7500,420
7403,강남구 논현동,15000,1200
7404,강남구 논현동,4500,235
7405,강남구 논현동,6000,550
7406,강남구 논현동,10000,680
7407,강남구 논현동,2000,120
7408,강남구 논현동,7970,790
7409,강남구 논현동,3000,235
7410,강남구 논현동,15000,790
7411,강남구 논현동,2000,200
7412,강남구 논현동,10000,650
7413,강남구 논현동,2000,170
7414,강남구 논현동,11050,1105
7415,강남구 논현동,42000,3500
7416,강남구 논현동,3000,180
7417,강남구 논현동,5000,300
7418,강남구 논현동,120000,9800
7419,강남구 논현동,108000,5060
7420,강남구 논현동,30000,2500
7421,강남구 논현동,4000,420
7422,강남구 논현동,30000,2150
7423,강남구 논현동,4000,340
7424,강남구 논현동,20000,1600
7425,강남구 논현동,30000,2150
7426,강남구 논현동,5000,500
7427,강남구 논현동,2500,200
7428,강남구 논현동,46300,3800
7429,강남구 논현동,30000,2150
7430,강남구 논현동,12000,900
7431,강남구 논현동,7500,360
7432,강남구 논현동,30000,2150
7433,강남구 논현동,2000,230
7434,강남구 논현동,21500,1700
7435,강남구 논현동,30700,2500
7436,강남구 논현동,25000,1800
7437,강남구 논현동,10000,500
7438,강남구 논현동,30000,1600
7439,강남구 논현동,5000,590
7440,강남구 논현동,10000,600
7441,강남구 논현동,2000,220
7442,강남구 논현동,5000,300
7443,강남구 논현동,2000,190
7444,강남구 논현동,20000,1700
7445,강남구 논현동,10000,490
7446,강남구 논현동,10000,500
7447,강남구 논현동,7000,440
7448,강남구 논현동,3000,280
7449,강남구 논현동,10000,450
7450,강남구 논현동,2000,150
7451,강남구 논현동,19020,1902
7452,강남구 논현동,1000,180
7453,강남구 논현동,5000,412
7454,강남구 논현동,7970,797
7455,강남구 논현동,4000,210
7456,강남구 논현동,5000,400
7457,강남구 논현동,5000,450
7458,강남구 논현동,9000,450
7459,강남구 논현동,2000,150
7460,강남구 논현동,5000,400
7461,강남구 논현동,10000,800
7462,강남구 논현동,3000,200
7463,강남구 논현동,11050,1105
7464,강남구 논현동,8000,390
7465,강남구 논현동,5000,340
7466,강남구 논현동,10000,650
7467,강남구 논현동,39800,3300
7468,강남구 논현동,2500,180
7469,강남구 논현동,3500,230
7470,강남구 논현동,3000,240
7471,강남구 논현동,20000,1990
7472,강남구 논현동,5000,412
7473,강남구 논현동,5000,412
7474,강남구 논현동,5000,270
7475,강남구 논현동,200000,15000
7476,강남구 논현동,5000,412
7477,강남구 논현동,5000,380
7478,강남구 논현동,3000,150
7479,강남구 논현동,2000,160
7480,강남구 논현동,8000,500
7481,강남구 논현동,4000,350
7482,강남구 논현동,50000,4200
7483,강남구 논현동,19000,1700
7484,강남구 논현동,10000,500
7485,강남구 논현동,5000,300
7486,강남구 논현동,20000,1200
7487,강남구 논현동,2000,170
7488,강남구 논현동,10000,1000
7489,강남구 논현동,40000,3300
7490,강남구 논현동,2000,150
7491,강남구 논현동,3000,120
7492,강남구 논현동,30000,2150
7493,강남구 논현동,108000,9000
7494,강남구 논현동,108000,5060
7495,강남구 논현동,7500,700
7496,강남구 논현동,4000,440
7497,강남구 논현동,6000,300
7498,강남구 논현동,10000,800
7499,강남구 논현동,40000,1300
7500,강남구 논현동,30000,2500
7501,강남구 논현동,30000,3000
7502,강남구 논현동,8000,700
7503,강남구 논현동,2000,90
7504,강남구 논현동,20000,1600
7505,강남구 논현동,3000,275
7506,강남구 논현동,20000,1600
7507,강남구 논현동,10000,650
7508,강남구 논현동,5000,320
7509,강남구 논현동,1000,160
7510,강남구 논현동,20000,1500
7511,강남구 논현동,11050,1105
7512,강남구 논현동,20000,1600
7513,강남구 논현동,2000,300
7514,강남구 논현동,10000,800
7515,강남구 논현동,15000,850
7516,강남구 논현동,42000,3360
7517,강남구 논현동,7970,797
7518,강남구 논현동,10000,800
7519,강남구 논현동,10000,800
7520,강남구 논현동,10000,800
7521,강남구 논현동,10000,800
7522,강남구 논현동,20000,1400
7523,강남구 논현동,42000,3360
7524,강남구 논현동,4000,330
7525,강남구 논현동,10000,800
7526,강남구 논현동,3000,160
7527,강남구 논현동,2000,200
7528,강남구 논현동,2000,250
7529,강남구 논현동,3000,270
7530,강남구 논현동,5000,410
7531,강남구 논현동,5000,500
7532,강남구 논현동,5000,280
7533,강남구 논현동,5000,360
7534,강남구 논현동,10000,470
7535,강남구 논현동,4000,410
7536,강남구 논현동,5000,340
7537,강남구 논현동,19300,1600
7538,강남구 논현동,2000,120
7539,강남구 논현동,10000,800
7540,강남구 논현동,5000,360
7541,강남구 논현동,4000,400
7542,강남구 논현동,30000,2500
7543,강남구 논현동,19900,1600
7544,강남구 논현동,4000,350
7545,강남구 논현동,15000,1740
7546,강남구 논현동,15000,850
7547,강남구 논현동,15000,1080
7548,강남구 논현동,20000,1500
7549,강남구 논현동,2500,250
7550,강남구 논현동,8000,450
7551,강남구 논현동,6000,600
7552,강남구 논현동,3000,160
7553,강남구 논현동,4000,300
7554,강남구 논현동,10000,720
7555,강남구 논현동,25000,1500
7556,강남구 논현동,10000,600
7557,강남구 논현동,2500,250
7558,강남구 논현동,2000,330
7559,강남구 논현동,15000,850
7560,강남구 논현동,4000,410
7561,강남구 논현동,4000,410
7562,강남구 논현동,42000,3500
7563,강남구 논현동,2000,150
7564,강남구 논현동,4000,410
7565,강남구 논현동,3000,160
7566,강남구 논현동,3000,240
7567,강남구 논현동,5500,275
7568,강남구 논현동,5000,350
7569,강남구 논현동,10000,800
7570,강남구 논현동,1000,160
7571,강남구 논현동,10000,1000
7572,강남구 논현동,3000,200
7573,강남구 논현동,5500,275
7574,강남구 논현동,6000,480
7575,강남구 논현동,6000,600
7576,강남구 논현동,1000,80
7577,강남구 논현동,10000,800
7578,강남구 논현동,3500,280
7579,강남구 논현동,2000,150
7580,강남구 논현동,2000,220
7581,강남구 논현동,7000,596
7582,강남구 논현동,11520,960
7583,강남구 논현동,7200,600
7584,강남구 논현동,3000,240
7585,강남구 논현동,4000,440
7586,강남구 논현동,15000,850
7587,강남구 논현동,2000,180
7588,강남구 논현동,2000,150
7589,강남구 논현동,10000,650
7590,강남구 논현동,10000,800
7591,강남구 논현동,2000,200
7592,강남구 논현동,40000,2950
7593,강남구 논현동,7000,420
7594,강남구 논현동,6000,500
7595,강남구 논현동,2805,366
7596,강남구 논현동,25000,1300
7597,강남구 논현동,1000,85
7598,강남구 논현동,30000,2500
7599,강남구 논현동,3000,200
7600,강남구 논현동,2500,180
7601,강남구 논현동,12000,950
7602,강남구 논현동,5000,350
7603,강남구 논현동,19500,1109
7604,강남구 논현동,2000,120
7605,강남구 논현동,5000,591
7606,강남구 논현동,2000,180
7607,강남구 논현동,3000,300
7608,강남구 논현동,2000,120
7609,강남구 논현동,2000,200
7610,강남구 논현동,15000,850
7611,강남구 논현동,2000,200
7612,강남구 논현동,2000,200
7613,강남구 논현동,11050,1105
7614,강남구 논현동,15000,700
7615,강남구 논현동,4000,350
7616,강남구 논현동,40000,3200
7617,강남구 논현동,10000,700
7618,강남구 논현동,3000,280
7619,강남구 논현동,3000,500
7620,강남구 논현동,4000,300
7621,강남구 논현동,10000,585
7622,강남구 논현동,8000,400
7623,강남구 논현동,2000,200
7624,강남구 논현동,8000,550
7625,강남구 논현동,4000,400
7626,강남구 논현동,4000,300
7627,강남구 논현동,5000,400
7628,강남구 논현동,10000,500
7629,강남구 논현동,5000,260
7630,강남구 논현동,50000,4200
7631,강남구 논현동,3000,230
7632,강남구 논현동,25000,1100
7633,강남구 논현동,10000,700
7634,강남구 논현동,15000,850
7635,강남구 논현동,5000,450
7636,강남구 논현동,10000,600
7637,강남구 논현동,25000,1193
7638,강남구 논현동,5000,600
7639,강남구 논현동,6000,550
7640,강남구 논현동,6000,325
7641,강남구 논현동,10000,700
7642,강남구 논현동,5000,450
7643,강남구 논현동,5000,175
7644,강남구 논현동,5000,330
7645,강남구 논현동,4000,290
7646,강남구 논현동,2500,200
7647,강남구 논현동,10000,700
7648,강남구 논현동,2000,100
7649,강남구 논현동,4000,320
7650,강남구 논현동,2000,200
7651,강남구 논현동,6000,600
7652,강남구 논현동,15000,850
7653,강남구 논현동,5000,290
7654,강남구 논현동,10000,650
7655,강남구 논현동,4000,250
7656,강남구 논현동,10000,700
7657,강남구 논현동,10000,800
7658,강남구 논현동,2000,200
7659,강남구 논현동,1000,160
7660,강남구 논현동,3000,200
7661,강남구 논현동,10000,650
7662,강남구 논현동,5000,500
7663,강남구 논현동,8000,420
7664,강남구 논현동,40000,1500
7665,강남구 논현동,2000,160
7666,강남구 논현동,3000,200
7667,강남구 논현동,5000,500
7668,강남구 논현동,4000,270
7669,강남구 논현동,3000,160
7670,강남구 논현동,2000,115
7671,강남구 논현동,2000,180
7672,강남구 논현동,2000,220
7673,강남구 논현동,2000,200
7674,강남구 논현동,2000,220
7675,강남구 논현동,2000,100
7676,강남구 논현동,5000,290
7677,강남구 논현동,5000,385
7678,강남구 논현동,3000,160
7679,강남구 논현동,20000,1400
7680,강남구 논현동,20000,1500
7681,강남구 논현동,3000,260
7682,강남구 논현동,6000,600
7683,강남구 논현동,5000,400
7684,강남구 논현동,2000,200
7685,강남구 논현동,1000,140
7686,강남구 논현동,2000,300
7687,강남구 논현동,5000,450
7688,강남구 논현동,2000,160
7689,강남구 논현동,5000,450
7690,강남구 논현동,3000,270
7691,강남구 논현동,1000,100
7692,강남구 논현동,8000,650
7693,강남구 논현동,2000,300
7694,강남구 논현동,200000,15000
7695,강남구 논현동,2000,160
7696,강남구 논현동,17000,1000
7697,강남구 논현동,7500,420
7698,강남구 논현동,1000,160
7699,강남구 논현동,12000,1000
7700,강남구 논현동,108000,5060
7701,강남구 논현동,3000,220
7702,강남구 논현동,1000,160
7703,강남구 논현동,108000,9000
7704,강남구 논현동,10000,700
7705,강남구 논현동,7000,450
7706,강남구 논현동,6000,460
7707,강남구 논현동,2000,160
7708,강남구 논현동,4000,400
7709,강남구 논현동,20000,1830
7710,강남구 논현동,20000,1500
7711,강남구 논현동,5000,300
7712,강남구 논현동,1000,160
7713,강남구 논현동,3000,220
7714,강남구 논현동,3000,160
7715,강남구 논현동,2000,190
7716,강남구 논현동,8000,650
7717,강남구 논현동,15000,700
7718,강남구 논현동,4000,353
7719,강남구 논현동,13000,800
7720,강남구 논현동,5000,450
7721,강남구 논현동,5000,250
7722,강남구 논현동,10000,580
7723,강남구 논현동,9000,450
7724,강남구 논현동,3000,160
7725,강남구 논현동,15000,970
7726,강남구 논현동,230000,2000
7727,강남구 논현동,6000,500
7728,강남구 논현동,5000,410
7729,강남구 논현동,20000,1600
7730,강남구 논현동,3000,200
7731,강남구 논현동,2000,150
7732,강남구 논현동,3000,200
7733,강남구 논현동,4000,200
7734,강남구 논현동,1500,200
7735,강남구 논현동,1500,180
7736,강남구 논현동,3000,175
7737,강남구 논현동,8000,500
7738,강남구 논현동,4000,440
7739,강남구 논현동,2000,160
7740,강남구 논현동,1000,80
7741,강남구 논현동,6000,797
7742,강남구 논현동,3000,200
7743,강남구 논현동,3000,300
7744,강남구 논현동,2000,110
7745,강남구 논현동,3000,150
7746,강남구 논현동,2000,200
7747,강남구 논현동,1500,150
7748,강남구 논현동,2000,200
7749,강남구 논현동,2000,200
7750,강남구 논현동,5000,550
7751,강남구 논현동,2000,160
7752,강남구 논현동,6000,350
7753,강남구 논현동,1000,70
7754,강남구 논현동,5000,400
7755,강남구 논현동,5000,240
7756,강남구 논현동,2000,150
7757,강남구 논현동,15000,700
7758,강남구 논현동,4000,250
7759,강남구 논현동,4000,270
7760,강남구 논현동,3000,200
7761,강남구 논현동,19500,1240
7762,강남구 논현동,3500,280
7763,강남구 논현동,7000,550
7764,강남구 논현동,6000,445
7765,강남구 논현동,1000,160
7766,강남구 논현동,5000,400
7767,강남구 논현동,1500,142
7768,강남구 논현동,4000,240
7769,강남구 논현동,1500,95
7770,강남구 논현동,5000,350
7771,강남구 논현동,5000,412
7772,강남구 논현동,2000,120
7773,강남구 논현동,2000,200
7774,강남구 논현동,5000,350
7775,강남구 논현동,4000,250
7776,강남구 논현동,3000,160
7777,강남구 논현동,10000,700
7778,강남구 논현동,25000,3000
7779,강남구 논현동,1000,160
7780,강남구 논현동,3000,255
7781,강남구 논현동,54910,3534
7782,강남구 논현동,2000,100
7783,강남구 논현동,1000,160
7784,강남구 논현동,3000,180
7785,강남구 논현동,3000,270
7786,강남구 논현동,5000,270
7787,강남구 논현동,2000,130
7788,강남구 논현동,120000,9800
7789,강남구 논현동,2000,200
7790,강남구 논현동,4000,220
7791,강남구 논현동,2000,160
7792,강남구 논현동,3500,220
7793,강남구 논현동,3000,180
7794,강남구 논현동,19500,1109
7795,강남구 논현동,3000,200
7796,강남구 논현동,6000,500
7797,강남구 논현동,3000,160
7798,강남구 논현동,4000,440
7799,강남구 논현동,2000,110
7800,강남구 논현동,5000,320
7801,강남구 논현동,2000,200
7802,강남구 논현동,42000,3360
7803,강남구 논현동,5000,350
7804,강남구 논현동,3000,235
7805,강남구 논현동,10000,740
7806,강남구 논현동,20000,1200
7807,강남구 논현동,3000,170
7808,강남구 논현동,37000,3100
7809,강남구 논현동,50000,4000
7810,강남구 논현동,5000,350
7811,강남구 논현동,2000,160
7812,강남구 논현동,10000,650
7813,강남구 논현동,3000,300
7814,강남구 논현동,8000,550
7815,강남구 논현동,20000,900
7816,강남구 논현동,7000,400
7817,강남구 논현동,10000,700
7818,강남구 논현동,42000,3500
7819,강남구 논현동,4000,270
7820,강남구 논현동,3000,170
7821,강남구 논현동,3000,160
7822,강남구 논현동,3000,235
7823,강남구 논현동,80000,6900
7824,강남구 논현동,2000,220
7825,강남구 논현동,10000,800
7826,강남구 논현동,5000,300
7827,강남구 논현동,5000,400
7828,강남구 논현동,3000,175
7829,강남구 논현동,30000,2700
7830,강남구 논현동,2000,150
7831,강남구 논현동,30000,2500
7832,강남구 논현동,8000,450
7833,강남구 논현동,5000,500
7834,강남구 논현동,3500,230
7835,강남구 논현동,3000,175
7836,강남구 논현동,3000,180
7837,강남구 논현동,10000,700
7838,강남구 논현동,15000,850
7839,강남구 논현동,1000,160
7840,강남구 논현동,7000,450
7841,강남구 논현동,6000,400
7842,강남구 논현동,4000,578
7843,강남구 논현동,8000,550
7844,강남구 논현동,0,800
7845,강남구 논현동,10000,500
7846,강남구 논현동,7000,550
7847,강남구 논현동,6000,500
7848,강남구 논현동,8000,450
7849,강남구 논현동,20000,1400
7850,강남구 논현동,5000,450
7851,강남구 논현동,25000,1800
7852,강남구 논현동,6000,600
7853,강남구 논현동,5000,412
7854,강남구 논현동,1000,160
7855,강남구 논현동,3000,200
7856,강남구 논현동,2000,240
7857,강남구 논현동,15000,750
7858,강남구 논현동,4000,300
7859,강남구 논현동,6000,320
7860,강남구 논현동,3000,215
7861,강남구 논현동,30000,2500
7862,강남구 논현동,6000,480
7863,강남구 논현동,6000,445
7864,강남구 논현동,2000,150
7865,강남구 논현동,7200,600
7866,강남구 논현동,5000,550
7867,강남구 논현동,30000,1600
7868,강남구 논현동,2500,200
7869,강남구 논현동,4000,330
7870,강남구 논현동,15000,850
7871,강남구 논현동,3000,200
7872,강남구 논현동,120000,9800
7873,강남구 논현동,25000,1100
7874,강남구 논현동,8000,571
7875,강남구 논현동,30000,1600
7876,강남구 논현동,3500,230
7877,강남구 논현동,4000,320
